Rank,Discipline,YrsSincePhD,YrsService,Sex,Salary,LogSalary,PhdAge,PhdAgeSqr,Rank2,Rank3,Sex,Discipline
AsstProf,B,11,3,Female,74692,11.221128270338971,0.19642857142857142,0.038584183673469385,false,false,false,false
Prof,B,16,9,Male,106639,11.577204577464286,0.2857142857142857,0.08163265306122448,false,true,true,false
AssocProf,B,12,11,Male,103760,11.549835818990326,0.21428571428571427,0.04591836734693877,true,false,true,false
AssocProf,B,14,5,Male,83900,11.337380892455297,0.25,0.0625,true,false,true,false
Prof,B,23,21,Male,117704,11.675928277377784,0.4107142857142857,0.1686862244897959,false,true,true,false
AssocProf,B,9,8,Male,90215,11.409950989342398,0.16071428571428573,0.025829081632653066,true,false,true,false
AssocProf,B,10,9,Male,100135,11.514274554539524,0.17857142857142858,0.03188775510204082,true,false,true,false
AsstProf,B,8,3,Male,75044,11.225829887163501,0.14285714285714285,0.02040816326530612,false,false,true,false
AssocProf,B,9,8,Male,90304,11.410937035212486,0.16071428571428573,0.025829081632653066,true,false,true,false
AsstProf,B,3,2,Male,75243,11.228478155028377,0.05357142857142857,0.002869897959183673,false,false,true,false
Prof,B,33,31,Male,109785,11.606279186703437,0.5892857142857143,0.3472576530612245,false,true,true,false
AssocProf,B,11,11,Female,103613,11.548418083560716,0.19642857142857142,0.038584183673469385,true,false,false,false
AsstProf,B,4,3,Male,68404,11.133186581432945,0.07142857142857142,0.00510204081632653,false,false,true,false
AssocProf,B,9,8,Male,100522,11.518131887997598,0.16071428571428573,0.025829081632653066,true,false,true,false
Prof,B,22,12,Male,101000,11.522875795823397,0.39285714285714285,0.15433673469387754,false,true,true,false
Prof,B,35,31,Male,99418,11.507088462769596,0.625,0.390625,false,true,true,false
Prof,B,17,17,Female,111512,11.621887487409722,0.30357142857142855,0.09215561224489795,false,true,false,false
Prof,B,28,36,Male,91412,11.423132039852774,0.5,0.25,false,true,true,false
Prof,B,17,2,Male,126320,11.746573648929523,0.30357142857142855,0.09215561224489795,false,true,true,false
Prof,B,45,45,Male,146856,11.897207793810486,0.8035714285714286,0.6457270408163266,false,true,true,false
Prof,B,29,19,Male,100131,11.514234607668856,0.5178571428571429,0.2681760204081633,false,true,true,false
Prof,B,35,34,Male,92391,11.433784850288433,0.625,0.390625,false,true,true,false
Prof,B,28,23,Male,113398,11.638659033435957,0.5,0.25,false,true,true,false
AsstProf,B,8,3,Male,73266,11.201851933061077,0.14285714285714285,0.02040816326530612,false,false,true,false
Prof,B,17,3,Male,150480,11.921585463974912,0.30357142857142855,0.09215561224489795,false,true,true,false
Prof,B,26,19,Male,193000,12.170445467887022,0.4642857142857143,0.21556122448979592,false,true,true,false
AsstProf,B,3,1,Male,86100,11.363264690415821,0.05357142857142857,0.002869897959183673,false,false,true,false
AsstProf,B,6,2,Male,84240,11.341425146807858,0.10714285714285714,0.011479591836734693,false,false,true,false
Prof,B,43,28,Male,150743,11.92333167901712,0.7678571428571429,0.5896045918367347,false,true,true,false
Prof,B,17,16,Male,135585,11.81735402890062,0.30357142857142855,0.09215561224489795,false,true,true,false
Prof,B,22,20,Male,144640,11.882003175626004,0.39285714285714285,0.15433673469387754,false,true,true,false
AsstProf,B,6,2,Male,88825,11.394423420889227,0.10714285714285714,0.011479591836734693,false,false,true,false
Prof,B,17,18,Female,122960,11.719614378212478,0.30357142857142855,0.09215561224489795,false,true,false,false
Prof,B,15,14,Male,132825,11.796787751319144,0.26785714285714285,0.07174744897959183,false,true,true,false
Prof,B,37,37,Male,152708,11.936282880142192,0.6607142857142857,0.43654336734693877,false,true,true,false
AsstProf,B,2,2,Male,88400,11.389627248625734,0.03571428571428571,0.0012755102040816326,false,false,true,false
Prof,B,25,25,Male,172272,12.056829902055497,0.44642857142857145,0.1992984693877551,false,true,true,false
AssocProf,B,9,7,Male,107008,11.58065887700432,0.16071428571428573,0.025829081632653066,true,false,true,false
AsstProf,B,10,5,Female,97032,11.482796099988716,0.17857142857142858,0.03188775510204082,false,false,false,false
AssocProf,B,10,7,Male,105128,11.562933934323475,0.17857142857142858,0.03188775510204082,true,false,true,false
AssocProf,B,10,7,Male,105631,11.567707167779876,0.17857142857142858,0.03188775510204082,true,false,true,false
Prof,B,38,38,Male,166024,12.019887635201496,0.6785714285714286,0.46045918367346944,false,true,true,false
Prof,B,21,20,Male,123683,11.725477119671963,0.375,0.140625,false,true,true,false
AsstProf,B,4,0,Male,84000,11.33857207782545,0.07142857142857142,0.00510204081632653,false,false,true,false
AssocProf,B,17,12,Male,95611,11.468043155181787,0.30357142857142855,0.09215561224489795,true,false,true,false
Prof,B,13,7,Male,129676,11.772794310776526,0.23214285714285715,0.05389030612244898,false,true,true,false
Prof,B,30,14,Male,102235,11.535029363877154,0.5357142857142857,0.2869897959183673,false,true,true,false
Prof,B,41,26,Male,106689,11.577673339191913,0.7321428571428571,0.536033163265306,false,true,true,false
Prof,B,42,25,Male,133217,11.79973465657234,0.75,0.5625,false,true,true,false
Prof,B,28,23,Male,126933,11.75141466717737,0.5,0.25,false,true,true,false
Prof,B,16,5,Male,153303,11.94017163414005,0.2857142857142857,0.08163265306122448,false,true,true,false
Prof,B,20,14,Female,127512,11.755965756798888,0.35714285714285715,0.12755102040816327,false,true,false,false
AssocProf,A,18,10,Male,83850,11.336784767251356,0.32142857142857145,0.10331632653061226,true,false,true,true
Prof,A,31,28,Male,113543,11.639936898781851,0.5535714285714286,0.3064413265306123,false,true,true,true
AssocProf,A,11,8,Male,82099,11.315681115098373,0.19642857142857142,0.038584183673469385,true,false,true,true
AssocProf,A,10,8,Male,82600,11.32176495950907,0.17857142857142858,0.03188775510204082,true,false,true,true
AssocProf,A,15,8,Male,81500,11.308358299228955,0.26785714285714285,0.07174744897959183,true,false,true,true
Prof,A,40,31,Male,131205,11.784516264522065,0.7142857142857143,0.5102040816326531,false,true,true,true
Prof,A,20,16,Male,112429,11.630077190281053,0.35714285714285715,0.12755102040816327,false,true,true,true
AssocProf,A,19,16,Male,82100,11.31569329544052,0.3392857142857143,0.11511479591836736,true,false,true,true
AsstProf,A,3,1,Male,72500,11.191341840842766,0.05357142857142857,0.002869897959183673,false,false,true,true
Prof,A,37,37,Male,104279,11.554825278434906,0.6607142857142857,0.43654336734693877,false,true,true,true
Prof,A,12,0,Female,105000,11.56171562913966,0.21428571428571427,0.04591836734693877,false,true,false,true
Prof,A,21,9,Male,120806,11.701941232123566,0.375,0.140625,false,true,true,true
Prof,A,30,29,Male,148500,11.908340237224891,0.5357142857142857,0.2869897959183673,false,true,true,true
Prof,A,39,36,Male,117515,11.67432126399303,0.6964285714285714,0.4850127551020408,false,true,true,true
AsstProf,A,4,1,Male,72500,11.191341840842766,0.07142857142857142,0.00510204081632653,false,false,true,true
AsstProf,A,5,3,Female,73500,11.205040685200927,0.08928571428571429,0.007971938775510204,false,false,false,true
Prof,A,14,14,Male,115313,11.655405449250944,0.25,0.0625,false,true,true,true
Prof,A,32,32,Male,124309,11.730525680348288,0.5714285714285714,0.32653061224489793,false,true,true,true
Prof,A,24,22,Male,97262,11.485163647184558,0.42857142857142855,0.18367346938775508,false,true,true,true
AssocProf,A,25,22,Female,62884,11.049047038311404,0.44642857142857145,0.1992984693877551,true,false,false,true
Prof,A,24,22,Male,96614,11.478478937235861,0.42857142857142855,0.18367346938775508,false,true,true,true
Prof,A,54,49,Male,78162,11.266538874925619,0.9642857142857143,0.9298469387755103,false,true,true,true
Prof,A,28,26,Male,155500,11.954401010601426,0.5,0.25,false,true,true,true
AsstProf,A,2,0,Female,72500,11.191341840842766,0.03571428571428571,0.0012755102040816326,false,false,false,true
Prof,A,32,30,Male,113278,11.637600253404457,0.5714285714285714,0.32653061224489793,false,true,true,true
AsstProf,A,4,2,Male,73000,11.198214720130528,0.07142857142857142,0.00510204081632653,false,false,true,true
AssocProf,A,11,9,Male,83001,11.326607934898927,0.19642857142857142,0.038584183673469385,true,false,true,true
Prof,A,56,57,Male,76840,11.249480616882494,1.0,1.0,false,true,true,true
AssocProf,A,10,8,Female,77500,11.258033215341438,0.17857142857142858,0.03188775510204082,true,false,false,true
AsstProf,A,3,1,Female,72500,11.191341840842766,0.05357142857142857,0.002869897959183673,false,false,false,true
Prof,A,35,25,Male,168635,12.03549189493924,0.625,0.390625,false,true,true,true
Prof,A,20,18,Male,136000,11.820410164718188,0.35714285714285715,0.12755102040816327,false,true,true,true
Prof,A,16,14,Male,108262,11.592309494224294,0.2857142857142857,0.08163265306122448,false,true,true,true
Prof,A,17,14,Male,105668,11.568057382408227,0.30357142857142855,0.09215561224489795,false,true,true,true
AssocProf,A,10,7,Male,73877,11.210156827099976,0.17857142857142858,0.03188775510204082,true,false,true,true
Prof,A,21,18,Male,152664,11.93599470702675,0.375,0.140625,false,true,true,true
AssocProf,A,14,8,Male,100102,11.513944945123693,0.25,0.0625,true,false,true,true
AssocProf,A,15,10,Male,81500,11.308358299228955,0.26785714285714285,0.07174744897959183,true,false,true,true
Prof,A,19,11,Male,106608,11.576913834802319,0.3392857142857143,0.11511479591836736,false,true,true,true
AsstProf,B,3,3,Male,89942,11.40692029712438,0.05357142857142857,0.002869897959183673,false,false,true,false
Prof,B,27,27,Male,112696,11.632449206940143,0.48214285714285715,0.23246173469387757,false,true,true,false
Prof,B,28,28,Male,119015,11.687004814570148,0.5,0.25,false,true,true,false
AsstProf,B,4,4,Male,92000,11.429543856031177,0.07142857142857142,0.00510204081632653,false,false,true,false
Prof,B,27,27,Male,156938,11.963606101876547,0.48214285714285715,0.23246173469387757,false,true,true,false
Prof,B,36,26,Female,144651,11.882079223619238,0.6428571428571429,0.41326530612244905,false,true,false,false
AsstProf,B,4,3,Male,95079,11.46246340395984,0.07142857142857142,0.00510204081632653,false,false,true,false
Prof,B,14,12,Male,128148,11.760941124959546,0.25,0.0625,false,true,true,false
AsstProf,B,4,4,Male,92000,11.429543856031177,0.07142857142857142,0.00510204081632653,false,false,true,false
Prof,B,21,9,Male,111168,11.618797849600776,0.375,0.140625,false,true,true,false
AssocProf,B,12,10,Female,103994,11.552088484151552,0.21428571428571427,0.04591836734693877,true,false,false,false
AsstProf,B,4,0,Male,92000,11.429543856031177,0.07142857142857142,0.00510204081632653,false,false,true,false
Prof,B,21,21,Male,118971,11.686635044915619,0.375,0.140625,false,true,true,false
AssocProf,B,12,18,Male,113341,11.638156252695099,0.21428571428571427,0.04591836734693877,true,false,true,false
AsstProf,B,1,0,Male,88000,11.385092093460344,0.017857142857142856,0.00031887755102040814,false,false,true,false
AssocProf,B,6,6,Male,95408,11.465917711362888,0.10714285714285714,0.011479591836734693,true,false,true,false
Prof,B,15,16,Male,137167,11.828954440561857,0.26785714285714285,0.07174744897959183,false,true,true,false
AsstProf,B,2,2,Male,89516,11.402172659235045,0.03571428571428571,0.0012755102040816326,false,false,true,false
Prof,B,26,19,Male,176500,12.081076155355488,0.4642857142857143,0.21556122448979592,false,true,true,false
AssocProf,B,22,7,Male,98510,11.497913344849724,0.39285714285714285,0.15433673469387754,true,false,true,false
AsstProf,B,3,3,Male,89942,11.40692029712438,0.05357142857142857,0.002869897959183673,false,false,true,false
AsstProf,B,1,0,Male,88795,11.394085621088696,0.017857142857142856,0.00031887755102040814,false,false,true,false
Prof,B,21,8,Male,105890,11.5701560984245,0.375,0.140625,false,true,true,false
Prof,B,16,16,Male,167284,12.027448245820453,0.2857142857142857,0.08163265306122448,false,true,true,false
Prof,B,18,19,Male,130664,11.780384421732975,0.32142857142857145,0.10331632653061226,false,true,true,false
AssocProf,B,8,6,Male,101210,11.524952845182947,0.14285714285714285,0.02040816326530612,true,false,true,false
Prof,B,25,18,Male,181257,12.107671192660817,0.44642857142857145,0.1992984693877551,false,true,true,false
AsstProf,B,5,5,Male,91227,11.421106184879068,0.08928571428571429,0.007971938775510204,false,false,true,false
Prof,B,19,19,Male,151575,11.928835830939931,0.3392857142857143,0.11511479591836736,false,true,true,false
Prof,B,37,24,Male,93164,11.442116659959298,0.6607142857142857,0.43654336734693877,false,true,true,false
Prof,B,20,20,Male,134185,11.806974723800169,0.35714285714285715,0.12755102040816327,false,true,true,false
AssocProf,B,17,6,Male,105000,11.56171562913966,0.30357142857142855,0.09215561224489795,true,false,true,false
Prof,B,28,25,Male,111751,11.624028460981638,0.5,0.25,false,true,true,false
AssocProf,B,10,7,Male,95436,11.466211144745136,0.17857142857142858,0.03188775510204082,true,false,true,false
AssocProf,B,13,9,Male,100944,11.52232118661059,0.23214285714285715,0.05389030612244898,true,false,true,false
Prof,B,27,14,Male,147349,11.900559201580206,0.48214285714285715,0.23246173469387757,false,true,true,false
AsstProf,B,3,3,Female,92000,11.429543856031177,0.05357142857142857,0.002869897959183673,false,false,false,false
Prof,B,11,11,Male,142467,11.866865672924929,0.19642857142857142,0.038584183673469385,false,true,true,false
Prof,B,18,5,Male,141136,11.857479243498549,0.32142857142857145,0.10331632653061226,false,true,true,false
AssocProf,B,8,8,Male,100000,11.512925464970229,0.14285714285714285,0.02040816326530612,true,false,true,false
Prof,B,26,22,Male,150000,11.918390573078392,0.4642857142857143,0.21556122448979592,false,true,true,false
Prof,B,23,23,Male,101000,11.522875795823397,0.4107142857142857,0.1686862244897959,false,true,true,false
Prof,B,33,30,Male,134000,11.805595078933049,0.5892857142857143,0.3472576530612245,false,true,true,false
AssocProf,B,13,10,Female,103750,11.549739438092944,0.23214285714285715,0.05389030612244898,true,false,false,false
Prof,B,18,10,Male,107500,11.585246126549855,0.32142857142857145,0.10331632653061226,false,true,true,false
AssocProf,B,28,28,Male,106300,11.57402056433004,0.5,0.25,true,false,true,false
Prof,B,25,19,Male,153750,11.943083185668764,0.44642857142857145,0.1992984693877551,false,true,true,false
Prof,B,22,9,Male,180000,12.100712129872347,0.39285714285714285,0.15433673469387754,false,true,true,false
Prof,B,43,22,Male,133700,11.803353763090035,0.7678571428571429,0.5896045918367347,false,true,true,false
Prof,B,19,18,Male,122100,11.712595660098795,0.3392857142857143,0.11511479591836736,false,true,true,false
AssocProf,B,19,19,Male,86250,11.365005334893606,0.3392857142857143,0.11511479591836736,true,false,true,false
AssocProf,B,48,53,Male,90000,11.407564949312402,0.8571428571428571,0.7346938775510203,true,false,true,false
AssocProf,B,9,7,Male,113600,11.640438785269188,0.16071428571428573,0.025829081632653066,true,false,true,false
AsstProf,B,4,4,Male,92700,11.437123751553946,0.07142857142857142,0.00510204081632653,false,false,true,false
AsstProf,B,4,4,Male,92000,11.429543856031177,0.07142857142857142,0.00510204081632653,false,false,true,false
Prof,B,34,33,Male,189409,12.151663977084556,0.6071428571428571,0.3686224489795918,false,true,true,false
Prof,B,38,22,Male,114500,11.648330101976432,0.6785714285714286,0.46045918367346944,false,true,true,false
AsstProf,B,4,4,Male,92700,11.437123751553946,0.07142857142857142,0.00510204081632653,false,false,true,false
Prof,B,40,40,Male,119700,11.692743891546064,0.7142857142857143,0.5102040816326531,false,true,true,false
Prof,B,28,17,Male,160400,11.985425974414552,0.5,0.25,false,true,true,false
Prof,B,17,17,Male,152500,11.934919875029603,0.30357142857142855,0.09215561224489795,false,true,true,false
Prof,B,19,5,Male,165000,12.013700752882718,0.3392857142857143,0.11511479591836736,false,true,true,false
Prof,B,21,2,Male,96545,11.477764499876638,0.375,0.140625,false,true,true,false
Prof,B,35,33,Male,162200,11.99658542066345,0.625,0.390625,false,true,true,false
Prof,B,18,18,Male,120000,11.695247021764184,0.32142857142857145,0.10331632653061226,false,true,true,false
AsstProf,B,7,2,Male,91300,11.421906066583059,0.125,0.015625,false,false,true,false
Prof,B,20,20,Male,163200,12.002731721512143,0.35714285714285715,0.12755102040816327,false,true,true,false
AsstProf,B,4,3,Male,91000,11.418614785498987,0.07142857142857142,0.00510204081632653,false,false,true,false
Prof,B,39,39,Male,111350,11.620433672685513,0.6964285714285714,0.4850127551020408,false,true,true,false
Prof,B,15,7,Male,128400,11.762905670237998,0.26785714285714285,0.07174744897959183,false,true,true,false
Prof,B,26,19,Male,126200,11.745623229089249,0.4642857142857143,0.21556122448979592,false,true,true,false
AssocProf,B,11,1,Male,118700,11.684354580597759,0.19642857142857142,0.038584183673469385,true,false,true,false
Prof,B,16,11,Male,145350,11.886899905987022,0.2857142857142857,0.08163265306122448,false,true,true,false
Prof,B,15,11,Male,146000,11.891361900690473,0.26785714285714285,0.07174744897959183,false,true,true,false
AssocProf,B,29,22,Male,105350,11.565043419232335,0.5178571428571429,0.2681760204081633,true,false,true,false
AssocProf,B,14,7,Female,109650,11.605048753846035,0.25,0.0625,true,false,false,false
Prof,B,13,11,Male,119500,11.691071650353702,0.23214285714285715,0.05389030612244898,false,true,true,false
Prof,B,21,21,Male,170000,12.043553716032399,0.375,0.140625,false,true,true,false
Prof,B,23,10,Male,145200,11.885867381372833,0.4107142857142857,0.1686862244897959,false,true,true,false
AssocProf,B,13,6,Male,107150,11.581985000901723,0.23214285714285715,0.05389030612244898,true,false,true,false
Prof,B,34,20,Male,129600,11.772208062900312,0.6071428571428571,0.3686224489795918,false,true,true,false
Prof,A,38,35,Male,87800,11.382816779623209,0.6785714285714286,0.46045918367346944,false,true,true,true
Prof,A,20,20,Male,122400,11.715049649060363,0.35714285714285715,0.12755102040816327,false,true,true,true
AsstProf,A,3,1,Male,63900,11.065074640365626,0.05357142857142857,0.002869897959183673,false,false,true,true
AssocProf,A,9,7,Male,70000,11.156250521031495,0.16071428571428573,0.025829081632653066,true,false,true,true
Prof,A,16,11,Male,88175,11.387078755104254,0.2857142857142857,0.08163265306122448,false,true,true,true
Prof,A,39,38,Male,133900,11.804848531679264,0.6964285714285714,0.4850127551020408,false,true,true,true
Prof,A,29,27,Female,91000,11.418614785498987,0.5178571428571429,0.2681760204081633,false,true,false,true
AssocProf,A,26,24,Female,73300,11.202315887874743,0.4642857142857143,0.21556122448979592,true,false,false,true
Prof,A,38,19,Male,148750,11.910022323407876,0.6785714285714286,0.46045918367346944,false,true,true,true
Prof,A,36,19,Female,117555,11.674661588155075,0.6428571428571429,0.41326530612244905,false,true,false,true
AsstProf,A,8,3,Male,69700,11.151955596748616,0.14285714285714285,0.02040816326530612,false,false,true,true
Prof,A,28,17,Male,81700,11.310809280848094,0.5,0.25,false,true,true,true
Prof,A,25,25,Male,114000,11.643953727376633,0.44642857142857145,0.1992984693877551,false,true,true,true
AsstProf,A,7,6,Female,63100,11.052476048529304,0.125,0.015625,false,false,false,true
Prof,A,46,40,Male,77202,11.254180642413045,0.8214285714285714,0.6747448979591836,false,true,true,true
Prof,A,19,6,Male,96200,11.474184636653797,0.3392857142857143,0.11511479591836736,false,true,true,true
AsstProf,A,5,3,Male,69200,11.144756141605761,0.08928571428571429,0.007971938775510204,false,false,true,true
Prof,A,31,30,Male,122875,11.718922857449467,0.5535714285714286,0.3064413265306123,false,true,true,true
Prof,A,38,37,Male,102600,11.538593211718807,0.6785714285714286,0.46045918367346944,false,true,true,true
Prof,A,23,23,Male,108200,11.591736645394517,0.4107142857142857,0.1686862244897959,false,true,true,true
Prof,A,19,23,Male,84273,11.34181680799034,0.3392857142857143,0.11511479591836736,false,true,true,true
Prof,A,17,11,Female,90450,11.41255249082344,0.30357142857142855,0.09215561224489795,false,true,false,true
Prof,A,30,23,Male,91100,11.41971308324805,0.5357142857142857,0.2869897959183673,false,true,true,true
Prof,A,21,18,Male,101100,11.523865405008562,0.375,0.140625,false,true,true,true
Prof,A,28,23,Male,128800,11.766016092652391,0.5,0.25,false,true,true,true
Prof,A,29,7,Male,204000,12.225875272826354,0.5178571428571429,0.2681760204081633,false,true,true,true
Prof,A,39,39,Male,109000,11.59910316121128,0.6964285714285714,0.4850127551020408,false,true,true,true
Prof,A,20,8,Male,102000,11.532728092266408,0.35714285714285715,0.12755102040816327,false,true,true,true
Prof,A,31,12,Male,132000,11.790557201568507,0.5535714285714286,0.3064413265306123,false,true,true,true
AsstProf,A,4,2,Female,77500,11.258033215341438,0.07142857142857142,0.00510204081632653,false,false,false,true
Prof,A,28,7,Female,116450,11.665217275312488,0.5,0.25,false,true,false,true
AssocProf,A,12,8,Male,83000,11.326595886778735,0.21428571428571427,0.04591836734693877,true,false,true,true
Prof,A,22,22,Male,140300,11.851538266090552,0.39285714285714285,0.15433673469387754,false,true,true,true
AssocProf,A,30,23,Male,74000,11.211820372186306,0.5357142857142857,0.2869897959183673,true,false,true,true
AsstProf,A,9,3,Male,73800,11.209114010588564,0.16071428571428573,0.025829081632653066,false,false,true,true
Prof,A,32,30,Male,92550,11.435504318001643,0.5714285714285714,0.32653061224489793,false,true,true,true
AssocProf,A,41,33,Male,88600,11.391887136593173,0.7321428571428571,0.536033163265306,true,false,true,true
Prof,A,45,45,Male,107550,11.585711134695876,0.8035714285714286,0.6457270408163266,false,true,true,true
Prof,A,31,26,Male,121200,11.70519735261735,0.5535714285714286,0.3064413265306123,false,true,true,true
Prof,A,31,31,Male,126000,11.744037185933616,0.5535714285714286,0.3064413265306123,false,true,true,true
Prof,A,37,35,Male,99000,11.502875129116727,0.6607142857142857,0.43654336734693877,false,true,true,true
Prof,A,36,30,Male,134800,11.811547477460344,0.6428571428571429,0.41326530612244905,false,true,true,true
Prof,A,43,43,Male,143940,11.877151825061794,0.7678571428571429,0.5896045918367347,false,true,true,true
Prof,A,14,10,Male,104350,11.555505912505346,0.25,0.0625,false,true,true,true
Prof,A,47,44,Male,89650,11.403668479033279,0.8392857142857143,0.7044005102040817,false,true,true,true
Prof,A,13,7,Male,103700,11.54925739421762,0.23214285714285715,0.05389030612244898,false,true,true,true
Prof,A,42,40,Male,143250,11.872346634576987,0.75,0.5625,false,true,true,true
Prof,A,42,18,Male,194800,12.179728670190572,0.75,0.5625,false,true,true,true
AsstProf,A,4,1,Male,73000,11.198214720130528,0.07142857142857142,0.00510204081632653,false,false,true,true
AsstProf,A,8,4,Male,74000,11.211820372186306,0.14285714285714285,0.02040816326530612,false,false,true,true
AsstProf,A,8,3,Female,78500,11.2708539037705,0.14285714285714285,0.02040816326530612,false,false,false,true
Prof,A,12,6,Male,93000,11.440354772135393,0.21428571428571427,0.04591836734693877,false,true,true,true
Prof,A,52,48,Male,107200,11.582451527618838,0.9285714285714286,0.8622448979591837,false,true,true,true
Prof,A,31,27,Male,163200,12.002731721512143,0.5535714285714286,0.3064413265306123,false,true,true,true
Prof,A,24,18,Male,107100,11.58151825643584,0.42857142857142855,0.18367346938775508,false,true,true,true
Prof,A,46,46,Male,100600,11.518907536647776,0.8214285714285714,0.6747448979591836,false,true,true,true
